index,statement,label
12448,"Texas population is projected to double in the next 50 years or so, but our basic amount of water will remain about where it is now.",0
12449,Says middle-class New York State residents will have the lowest tax rate in 70 years.,0
12450,Says that President Obama said that Small Businesses Succeed Because of Government.,1
12451,Says David Vitter answered a prostitutes call minutes after he skipped a vote honoring 28 soldiers who gave their lives in defense of our freedom.,0
12452,Because of the Trans-Pacific Partnership weve got a country like Malaysia taking really serious efforts to crack down on human trafficking.,0
12453,"After hiring a campaign manager in 2006, I got this $100 and something fee ... for hazardous materials.",1
12454,Map to Wikileaks Podesta Emails - Alphabetical Index by Sender (Version 14 Updated 10/25/16),1
12455,"In Congress right now, were doing the best job we have ever done in women in the federal legislature, but its still only 19 percent.",0
12456,Only the State of New York spends more money on Medicaid than the State of New Jersey.,1
12457,Says Bruce Springsteen played in 1975 at Seton Hall University in South Orange at Walsh gym.,0
12458,"As a former federal prosecutor, I prosecuted over 4,000 cases.",0
12459,The Top Democrat In The Senate Just Accused FBI Director James Comey Of Breaking The Law,1
12460,Alison Alter got an F in attendance in 2016 as an Austin parks board member and was removed by a unanimous vote of the Austin City Council.,1
12461,Says Debbie Wasserman Schultz has voted for huge subsidies for the sugar industry ... as well as for delays in cleanups.,0
12462,"Disappointing 2nd-Quarter Growth, Despite Strong Consumer Spending - The New York Times",0
12463,"Chelsea Manning to Remain on Active Duty, Receive Free Health Care after Release - Breitbart",0
12464,Says Donald Trump has the second-highest disapproval ratings of anyone running for president.,1
12465,Governor Carcieri has not been campaigning with me.,0
12466,Says campaign contributions to her rival for a state House seat was money intended for schoolchildren.,1
12467,"Barack Obama ""extended health care for wounded troops who'd been neglected.""",0
12468,"47 - New provisions ObamaCare charges the IRS with implementing, according to the Government Accountability Office.",0
12469,Providence teachers can go five or six years without an evaluation.,0
12470,Says Alex Sink supported a $5.2 billion increase in Floridas debt.,1
12471,"""I had an uncle ... who was part of the first American troops to go into Auschwitz and liberate the concentration camps.""",0
12472,"Every month, another 50,000 U.S.-born Hispanics turn 18 and become eligible to vote.",0
12473,The health care law imposes the largest tax increase in history on the middle class.,1
12474,"After the U.S.-led military alliance ejected Saddam Husseins forces from Kuwait in 1991, the Kuwaitis never paid us.",1
12475,"Says Missouri families earning power is about $5,000 less today than it was at the turn of the century.",0
12476,Federal law adopted under Tommy Thompsons watch prohibits the government from negotiating for better prices on prescription drugs for senior citizens,0
12477,“Florida Man” In The Headline Doesn’t Mean “Redneck”–Could Be A BLM Inspired Crime,1
12478,Big Survey Shows Firm Majority Support for Donald Trump’s Refugee Reform - Breitbart,0
12479,Many just call him Lyin Ted. ... HisTV ad about John Kasich? Lie! Stations had to pull it off the air.,1
12480,Wait Times for New Patients at Doctors’ Offices Rise 30 Percent in Three Years - Breitbart,0
12481,U.S. Strikes on Syria Put Xi in Tough Position for Trump Meeting - The New York Times,0
12482,"Rep. Paul Ryans budget proposal cuts nothing from Medicare, Social Security or defense in the next two to three years, and in three years, he does not cut one dime from the debt.",0
12483,"Among the money spent on health care in the United States, ""46 cents on every dollar spent is through Medicare and Medicaid.""",0
12484,"The U.S. unemployment rate has remained above 8 percent for 43 consecutive months, the longest stretch since the Great Depression.",0
12485,Says 56 percentof (the U.S.-Mexico) border is not under our control.,0
12486,"Amendment 2 will put almost 2,000 pot shops in Florida ... more pot shops than Walmart and Walgreens combined.",0
12487,Says a Pro-Stimulus economist admits it is not working,1
12488,"Richmond Fed President Resigns, Admitting He Violated Confidentiality - The New York Times",0
12489,Ann McLane Kuster is for a government takeover of health care more radical than Obamacare. And she supports a $700 billion cut to Medicare for current retirees.,1
12490,We spend about 75 percent of the entire cost of the military aspect of NATO.,0
12491,"In 1916, the U.S. government predicted that by the 1940s all paper would come from hemp and that no more trees would need to be cut down.",1
12492,Says he would have almost twice the actual experience practicing law Greg Abbott did on becoming attorney general of Texas.,0
12493,#MyUnintendedJoy: Americans Show Why They Choose Life Over Abortion - Breitbart,0
12494,"As governor, Tim Kaine oversaw a huge increase in illegal immigration, a tremendous increase.",1
12495,Congress Approves Bill Offering Free Cars To Welfare Recipients.,1
12496,4.7 million people have lost their insurance in 32 states due to Obamacare.,1
12497,"If Gov. Rick Scott activates the National Guard in anticipation of a federal disaster, the states costs, including the costs to recall any furloughed guardsmen, will be fully reimbursable by FEMA.",1
12498,"Today, you have six financial institutions, the largest six, that have assets that are the equivalent of 60 percent of the GDP of the United States of America.",0
12499,"The Katy Freeway, or Interstate 10 west of Houston, is the widest freeway in the world, with up to 26 lanes, including frontage road lanes.",1
12500,"In-Person Coaching at University versus Technology: Proactive, Constant Contact Matters",1
12501,"""There is no precedent for what the Democrats are doing with this deception. ... We have never written a reconciliation bill to amend a law that does not exist.""",0
12502,Congressman Nye voted against a bill which would have defunded the $5-10 billion the IRS needed toimplement health care legislation.,1
12503,The President wants the U.S. to sign on to the U.N.s International Criminal Court.,1
12504,Were the most highly taxed nation in the world.,1
12505,New Hampshire is currently the only state in the nation that does not have a full-service veterans hospital or equivalent access.,0
12506,"Says opponent Bill Flores helped run a company that laid off over 3,000 workers and paid off executives with millions.",1
12507,"HILLARY: “I’M SICK AND TIRED OF THE NEGATIVE, DARK, DIVISIVE, DANGEROUS VISION AND BEHAVIOR” OF TRUMP SUPPORTERS",1
12508,Says President Barack Obama carried Congressional District 13 by 8.2 points in 2008 and 5.6 points in 2012.,1
12509,Says car insurance rates have decreased since about a decade ago because of market-based solutions that attracted more auto insurers to New Jersey.,0
12510,"The latest evidence of Republican success is that since the beginning of the current legislative term, state unemployment has gone down almost 20% to 5% adjusted.",1
12511,"If you look at the states where soccer is most popular, theyre overwhelmingly blue states, and the states where soccer is least popular are red states.",0
12512,Jorge Elorza wants to impose a municipal income tax.,1
12513,On changing the rules for filibusters on presidential nominees,1
12514,"More than 400 car crashes occur each year on the current, congested Columbia River Bridge.",1
12515,Tens of thousands of Atlanta households pay more than 30 percent of their income towards rent.,0
12516,Protesters Clash After Mount Greenwood Police-Involved Shooting,1
12517,Fascism In India - CounterCurrents.org,1
12518,"For decades before I was elected, governors tried and failed to get Minnesota out of the top 10 highest-taxed states in the country. I actually did it.",0
12519,Corporate tax holidays pushed by Presidents John F. Kennedy and George W. Bush brought billions of dollars back into the United States.,0
12520,California & Massachusetts Just Legalized Recreational Marijuana,1
12521,Closing our states wage gap would make a $9 billion difference to Missouri women.,0
12522,"Re: At This Current Pace, A Record-Shattering 2.4 Trillion Dollars Will Be Added To The National Debt This Year",1
12523,Graham: I Have a Reason to Believe a Conversation I Had with a Foreign Leader Was Unmasked - Breitbart,0
12524,On a single-payer healthcare system,0
12525,George LeMieux voted against the majority of Republicans and joined with Democrats to create a Task Force For Responsible Fiscal Action that looks strikingly similar to the Super Committee now being set up in Washington to justify massive tax hikes.,0
12526,"ISIS camp a few miles from Texas, Mexican authorities confirm.",1
12527,Says we have now more Border Patrol officers than weve had at any time in our history.,0
12528,Migrant Stabs Christian Woman Because She Was Reading Bible,0
12529,Cubs Win First World Series In 108 Years - The Onion - America's Finest News Source,1
12530,Poor Families to Get More Help With Rent From New York State - The New York Times,0
12531,Ted Cruz Busts Elon Musk for Flying Private Jet While Lecturing Trump on Global Warming - Breitbart,0
12532,"Even members of the NRA, when they were polled recently, were under the impression that everyone has a criminal background check.",0
12533,"K.T. McFarland, Deputy National Security Adviser, Is Expected to Leave Post - The New York Times",0
12534,The (Jackson) plan (for reforming Cleveland schools) lacks any data or methods proven to raise student achievement.,1
12535,Wikileaks: Bill Clinton BOASTS of Hillary’s ‘Working Relationship’ with Muslim Brotherhood,1
12536,The president flagrantly defies the 2006 federal law ordering the construction of a secure border fence along the entire Mexican border.,1
12537,"Says Rand Paul thinks drug-dealing, theft, burglary and prostitution should be decriminalized.",1
12538,Says U.S. Sen. Ron Johnson voted to let oil and gas companies emit unlimited carbon pollution into our air,0
12539,Texas had the highest level of turnout than ever before in the primary.,0
12540,Scientists project that the Arctic will be ice-free in the summer of 2013.,1
12541,"If you're over 65 years old in America today, you have no choice but to be in Medicare. Even if you want out of Medicare, you have to forfeit your Social Security to get out of it.",0
12542,Says Milwaukee County elected officials drive around in luxury cars on your dime.,1
12543,"Barack Obama and the Democrats have ""proposed a tax for not having health insurance.""",0
12544,Polls show that Floridians dont want to repeal the Affordable Care Act.,1
12545,"After the oil spill, Congressman Adam Putnam ""doubled down saying all energy sources, including oil drilling in the Gulf, should be considered just days after the oil spill started.""",0
12546,"Says Ohio is one of just 17 states with an estate tax, and it has the lowest threshold in the nation.",0
12547,"In a period of roughly 72 hours, a small group of angry black students managed to force the resignation of the two highest ranking officials at that school.",0
12548,"""The public option is not funded with public money. It's funded with private insurance premiums.""",0
12549,"The Central Falls fire department is one of the lowest, if not the lowest, paid fire departments in the state and entire region.",0
12550,"Right now, America has $1.1 trillion of student debt. Thats more than credit card debt.",0
12551,"OSITRAN: PCM le baja el dedo a Benavente, por Herbert Mujica Rojas",1
12552,"Photo of ""tea party"" protests shows crowd sprawling from Capitol to Washington Monument",1
12553,"""Currently, we're at 36 percent of our children born out of wedlock.""",0
12554,"Says Rick Perry and the Republican-controlled Texas Legislature managed to slash the budget of the volunteer fire departments in our state by 75 percent in the last legislative session, reducing their abilities to fight recent wildfires.",1
12555,Rick Scott has paid down our debt by about $2 billion. Charlie Crists debt went up about $5 billion.,0
12556,Senate immigration legislation is the Obama-Reid plan to give illegal immigrants amnesty.,1
12557,"The Greenlight Pinellas 1-cent sales tax is permanent, we never get to vote on this again.",0
12558,A majority of drunk driving deaths and injuries are caused by drunk driving offenders with no prior convictions.,0
12559,"Since I took office, over 319,000 new private sector jobs have been created in Georgia with nearly 93,000 of those coming in the past 12 months.",0
12560,Trump Takes a Gamble in Cutting Programs His Base Relies On - The New York Times,0
12561,"Says there are probably 2 million, it could be even 3 million criminal immigrants in the country illegally.",0
12562,IRONY ALERT: First Person Arrested For Voter Fraud Is A Trump Supporter,1
12563,Why We Always Get Screwed: Calculations Show “Society Too Complex to Have A President”,1
12564,"Weve created more than 850,000 jobs, more than all the other states combined.",0
12565,"""Senator McCain has been talking tough about earmarks, and that's good, but earmarks account for about $18-billion of our budget.""",0
12566,One thing that is much more unpopular than the Affordable Care Act is repealing the Affordable Care Act.,0
12567,"Says that in fiscal year 2010, nearly 80 percent of women served in the Texas Womens Health Program received services from a provider other than a Planned Parenthood clinic.",0
12568,"Here are the stats: Per population, we kill each other with guns at a rate 297x more than Japan, 49x more than France, 33x more than Israel.",0
12569,"The national economic recovery has led to higher than expected tax revenues and projected budget surpluses in nearly every state in the nation, including Wisconsin.",0
12570,Says under the Romney-Ryan budget ... the American Opportunity Tax Credit for college tuition would be eliminated.,0
12571,"More than 70,000 job openings are listed on a state jobs website.",0
12572,"McCain economic adviser Phil Gramm is ""the architect of some of the deregulation in Washington that helped cause the mess on Wall Street.""",0
12573,"Says unlike Tim Kaine, who investedin education, Indiana Gov. Mike Pence slashed education funding.",1
12574,Amendment 1 protects Florida seniors from scams and rip-offs.,1
12575,Back door gun control is in full effect in the United States due to Obamas Environmental Protection Agency.,1
12576,Says nearly half of Oregons children are poor.,0
12577,Republican leadership took the lead confirming Loretta Lynch as attorney general.,1
12578,East London Murder Suspect Used Welfare Benefits to Join Islamic State,0
12579,Weve seen property taxes go down for the first time in 12 years on a median valued home.,0
12580,The governor having a meeting ... isnt covered by the open meetings act.,0
12581,The voting public had no say in the Atlanta regions proposed transportation project list.,1
12582,Tim Kaine broke a campaign promise not to raise taxes.,1
12583,Voter fraud provided a portion of the margin of victory of Democrat John Lehman over Republican Sen. Van Wanggaard in a state Senate recall election.,1
12584,This administration is slashing the Navy to pay for more Obamacare.,1
12585,Ted Cruz is mathematically out of winning the race.,0
12586,"In this country, we have a 25 percent dropout rate.",0
12587,Amazon Looks to ’Take Away the Need to Ever Use a Cable Box Again’ with Integrated Fire TV Sets - Breitbart,0
12588,"At this particular point in time, looking at the field, theres only one individual thats ever had the uniform of his country onand thats me.",0
12589,"""There are no earmarks"" in the stimulus bill.",1
12590,Father of Manchester Suicide Bomber Arrested in Libya - Breitbart,0
12591,"There are approximately 20,000 annual gun purchases in Rhode Island.",0
12592,The debt ceiling deal will result in the lowest level of annual domestic spending since Dwight Eisenhower was president.,0
12593,Comment on Links 10/27/16 by voteforno6,1
12594,"""House Speaker Nancy Pelosi said this week that the Democrats have to pass their terrible health care bill so that the American people can actually find out what's in it.""",0
12595,Under Governor Almond the RI DMV had a program that allowed undocumented [people to] use their Personal Tax Identification Number . . . to apply [for] and receive a RI drivers license.,0
12596,"When Susan Rice spoke about Benghazi on Sunday news shows, she said that al-Qaida might be involved, or other al-Qaida affiliates might be involved, or non-al-Qaida Libyan extremists, which I think demonstrates that there was no effort to play that down.",1
12597,The crime rate in some Atlanta neighborhoods has dropped by 35 to 51 percent.,1
12598,Mr. Hurt would re-open that darn (Medicare) doughnut hole.,0
12599,"We also have, in a park thats not far from here, an ability to build a reservoir that can hold a 30-day water supply for the city of Atlanta.",0
12600,Says tax revenues are the lowest they have been since World War II.,0
12601,The California governor says yes to poisoning more children with mercury and aluminum in vaccines.,1
12602,"The transportation tax is regressive, and Emory University is literally getting its own transit line at virtually no cost to itself.",0
12603,A Republican-led softening of firearms training rules means that untrained individuals would be allowed to carry guns with a state permit.,0
12604,"Under President Obama, domestic oil production is at an eight-year high.",0
12605,"Under Governor Crist, 3,000 teachers laid off.",1
12606,"When Disney was looking to build Disney World, they came to Miami and we told Disney to take a hike.",1
12607,Says Donald Trump says climate change is a hoax invented by the Chinese.,0
12608,Harry Belafonte: ‘Movements Don’t Die’ - The New York Times,0
12609,Says Donald Trump wants to get rid of the federal minimum wage.,0
12610,"Before Act 10, the total cost of public sector employees employment was 29 percent higher than that in the private sector. After the act, its still 22 percent higher.",1
12611,Gretchen Carlson Suit Aims at Retaliation Over Discrimination - The New York Times,0
12612,Only one out of five of the so-called Syrian refugees who went into Europe were actually Syrian.,1
12613,"In 2010 alone, 1,270 infants were reported to have died following attempted abortions and notably that is only one year.",1
12614,Sherrod Brown has voted with Barack Obama 95 percent of the time.,0
12615,Says Rick Santorum supported (Arlen) Specter over conservative candidates twice.,0
12616,There is a growing body of evidence that radiation in excess of what the government says are the minimum amounts you should be exposed to are actually good for you and reduce cases of cancer.,1
12617,"U.S. forces in Iraq and Afghanistan include a ""few thousand that are still green card holders who are not even citizens of this country.""",0
12618,"President Obama's own director of national intelligence, Admiral Blair, put it this way: 'High-value information came from interrogations in which those methods were used and provided a deeper understanding of the al-Qaida organization that was attacking this country.'",0
12619,House Democrats Conceal 2016 Election Autopsy from Public - Breitbart,0
12620,Says Tom Hughes supports paving over thousands of acres with over-development and sprawl.,1
12621,Jennifer Carroll is the first African-American Republican woman to be part of a statewide ticket in Florida.,0
12622,The only years that anybodys ever seen of Donald Trumps tax returns showed he didnt pay any federal income tax.,1
12623,This unit is the only one in the state that strives to implement the principles of Mother-Friendly care as outlined by the national Coalition for Improving Maternity Services Mother-Friendly Childbirth Initiative.,1
12624,"Young women, account for a shocking 74% of all new HIV infections among adolescents in Africa.",0
12625,The health care law is accelerating our country toward bankruptcy.,1
12626,Jason Carter backed three of Nathan Deals budgets but accuses the governor of underfunding education.,0
12627,There is more oil produced at home than we buy from the rest of the world the first time thats happened in nearly 20 years.,0
12628,"""Fifty-three percent of teens in Central Falls are getting pregnant.""",1
12629,One of the biggest polluters in our country is the Milwaukee Metropolitan Sewerage District.,1
12630,‘Trump Unveiled’ Reveals the Big Con of Donald Trump’s Presidential Run,1
12631,"Says the governor took away a billion dollars of rebates, so in real dollars, our property taxes have gone up 20 percent.",0
12632,Transporting drugs is the price of admission for people crossing the border illegally.,1
12633,Broward Countys unemployment rate of 5.3 percent is the lowest in Florida.,1
12634,Teachers are working their third consecutive year -- some longer than that -- without salary increases.,1
12635,"To Combat Trump, Democrats Ready a G.O.P. Tactic: Lawsuits - The New York Times",0
12636,"In Rhode Island, 9 percent of workers use the states temporary disability insurance program each year while in New Jersey, the rate is only 3 percent.",1
12637,Report: TMZ Staffers Slam Harvey Levin’s ’Gross’ Ties to Trump,0
12638,"We have 17 intelligence agencies, civilian and military, who have all concluded that these espionage attacks, these cyberattacks, come from the highest levels of the Kremlin, and they are designed to influence our election.",0
12639,"Did you know under President Obama family health care premiums have increased $4,154 on the average?",1
12640,10 Ways Russia is Preparing For World War 3,1
12641,Taiwan Responds After China Sends Carrier to Taiwan Strait - The New York Times,0
12642,"Says Carlos Lopez-Cantera even voiced enthusiastic support for bringing an Arizona-style immigration law to Florida, calling the measure common sense.",1
12643,Says Donald Trump has written 10 checks to Hillary Clinton and four of those checks were not to her Senate campaign. It was to her presidential campaign.,0
12644,Charlie Crist raised taxes in 2009 and wont rule out raising taxes again.,0
12645,"29 mass shootings have been committed by concealed carriers since 2007, while during this period only one (1) licensed civilian meaningfully intervened in a mass shooting.",0
12646,Over 97 percent of the scientific community believe that humans are contributing to climate change.,0
12647,Supreme Court Blocks North Carolina From Restoring Strict Voting Law - The New York Times,0
12648,85-Year-Old Marathoner Is So Fast That Even Scientists Marvel - The New York Times,0
12649,Says his administration balanced two budgets with over $13 billion in deficits without raising taxes.,0
12650,"A national poll found that among people who oppose the Democratic health care reform bill, ""almost 40 percent"" opposed it not because it goes too far, but because ""they dont think it goes far enough. ... They will not be unhappy when we pass health care reform.""",0
12651,"DeWine took $1.9 million from big banks, supported legislation that helped Bernie Madoff make millions and protected predatory lenders while families lost their homes.",1
12652,I opposed the only multilateral trade deal that came before the Senate while I was there.,0
12653,US Expects Philippines to Honor Alliance Commitments Despite Harsh Rhetoric,1
12654,3 Playwrights on How Mass Shootings Forced Them to Write - The New York Times,0
12655,We have the second highest corporate tax rate among our trading partners.,0
12656,"(McCain) says ""we can't have ... timelines to draw down our troops from Iraq.""",0
12657,Stunning Vistas and Wildlife Along Australia’s Great Ocean Road - The New York Times,0
12658,BREAKING: Obama Says There Were No Scandals During His Administration! HAHAHA!,1
12659,Virginia is the only state that has a tradition of attorneys general resigning if they run for governor.,0
12660,John Mica voted to borrow $10 trillion.,0
12661,Rob Portman won the fewest votes of all Ohio U. S. Senate victors since 2000.,0
12662,"A report just came out that if we continue with President Obamas policies, were looking at over 9 percent unemployment next year in the fourth quarter.",1
12663,A Texas law says that you cant shoot bears out of the second floor of a window.,1
12664,Says that in the U.S. House of Representatives weve had bipartisan support for the repeal of Obamacare for getting rid of cap and trade for building the Keystone Pipeline.,0
12665,An amendment inserted by lawmakers into the state budget exempts scientific researchers from all state animal cruelty laws.,0
12666,Tim Kaine announced he wants to raise taxes on everyone.,1
12667,Says its not true that Florida black bears are an apex predator.,0
12668,Rhode Island is one of the worst states for income equality.,1
12669,Obama unilaterally announced he was delaying employer mandate through a blog post by a mid-level bureaucrat at the Department of Treasury.,0
12670,The average Republican voter thinks there should be some revenue as part of this deal.,0
12671,"""Just this week we received the news that for the first time Social Security is now paying out more in benefits than it's taking in. That was something that was supposed to happen in 2016.""",0
12672,Says he cut 'tax rates five times',0
12673,Says he and his running mate are the only candidates that do believe in free trade.,0
12674,"Aleppo, Berlin, Donald Trump: Your Morning Briefing - The New York Times",0
12675,Says attorney general candidate Jon Richards went so far to say he would only enforce the laws with which he personally agreed.,1
12676,The cost for renovating the headquarters of the U.N. has doubled from the original estimate.,0
12677,"During my tenure as governor, Wisconsins overall tax burden went DOWN.",0
12678,Marijuana contains 50 to 70 percent more carcinogenic hydrocarbons than tobacco.,1
12679,Barbara Boxers worried about the weather instead of terrorism as the biggest threat to national security.,1
12680,"Hillary Clinton wants to shut down family farms using radical regulation, by raising business tax rates as high as nearly 50 percent and by taxing family farms again at death by as much as 45 percent.",1
12681,"Live cats have holes drilled into their skulls, posts put into their heads and coils put into their eyes, and some have had their ears cut off or are intentionally deafened or starved at UW-Madison labs that do research to improve hearing in humans.",0
12682,About half the people who would qualify for Medicaid expansion in Florida can buy a health care plan for $30 a month on the federal health care exchange.,0
12683,Hillary Immediately Runs From Media After What Camera Caught Outside Plane,1
12684,"Gun marketplaces on Facebook mean ANYONE can broker a deal on a gun online, meet the seller in a parking lot somewhere, and walk away with a weapon.",0
12685,"The United States is no longer top nation in the globe on infrastructure, having fallen to 15th.",0
12686,Astronomers Think They Have Just Discovered Messages Sent from Aliens,1
12687,High school students arrested on campus are twice as likely not to graduate and four times less likely to graduate if theyve appeared in court.,0
12688,I have 2 and a half million more votes than he (Sanders) does.,0
12689,Says Sherrod Browns campaign attacked Josh Mandels military service,1
12690,"Says Catherine Cortez Masto failed Nevada rape victims. While attorney general, thousands of rape kits were never sent for DNA analysis.",0
12691,Estimates say individuals who escaped these high tax states have taken with them around $2 trillion in adjusted gross income.,1
12692,I said no to higher taxes and fees.,1
12693,"""In state after state, polls make clear that the American public understands the Kelo ruling is a disaster.""",0
12694,"Harry Reid Cites Evidence of Russian Tampering in U.S. Vote, and Seeks F.B.I. Inquiry - The New York Times",0
12695,Assault rifles already are banned.,1
12696,Says El Paso is the safest city of our size in the nation.,0
12697,"Says that since he took office, there have been no large-scale attacks on the United States.",0
12698,The Obama administration called Bashar Assad a reformer when he was turning his Russian-provided guns on his own people.,0
12699,Every signer of the Declaration of Independence had no federal elected office experience.,1
12700,"U.S. taxpayers paid $71,500 per job created by the stimulus bill.",0
12701,"Romney left Massachusetts ""with a $245-million debt because of the big government-mandated health care system.""",1
12702,"In the last four years, our economy has grown on average 0.9 percent a year.",1
12703,I have not said that I was a single-payer supporter.,1
12704,"Over the last six months, President Barack Obama has golfed 10 times and held 106 fundraisers, but his jobs council has never met.",0
12705,National studies are already showing the negative effects that the health care law is having on businesses and our economy. Businesses across the country are raising their prices (or) cutting jobs as a result of the added cost.,1
12706,"""Barack Obama hasn't passed any (bills).""",1
12707,Garbiñe Muguruza Upsets Serena Williams in French Open Final - The New York Times,0
12708,Hans Von Spakovsky: Democrats Oppose Jeff Sessions Because He’ll Enforce Our Immigration Laws,0
12709,"Canada ""does spills into their water to practice in the event that this would happen. That is not allowed in the United States.""",0
12710,"Right now we are spending at an all-time high, close to 25 percent of our GDP [is] being spent on the federal government. But our revenues are at an almost all-time low of about 15 percent [of GDP].",0
12711,North Korea to Tillerson: We Are Ready for ’Any War the U.S. Would Like’,0
12712,JPMorgan Pays $264 Million Fine For Bribing Chinese Officials,1
12713,"One industry in America has increased its employment base in the last four years by 176,000 people: the United States government.",0
12714,"Richard Hayne, president and CEO of Urban Outfitters (is) a supporter of Rick Santorum and donated over $13,000 to him.",0
12715,Says Newt Gingrich made an affirmative statement that he would not only support but he would campaign for Republicans who were in support of the barbaric procedure known as partial-birth abortion.,0
12716,"Says Connie Mack IV co-sponsored a bill to take a third of the Social Security Trust Fund ... give it in individual accounts to the senior citizens, who then were to invest it in the stock market.",1
12717,"WATCH: ’Kill Jews, Americans’ - Osama Bin Laden’s Son Calls for Global Terrorist Attacks",0
12718,"Some of the colleges, including AM, have already guaranteed that they will not increase their tuition.",1
12719,"In Ohio, more than half the providers of safe and legal abortion have had to shut down since Gov. John Kasich took office in 2011.",0
12720,"We Cannot ""Give Trump a Chance""",1
12721,"On military recruiters at Harvard, Elena Kagan ""took a position and the Supreme Court ruled unanimously that she was wrong.""",0
12722,"Health insurance premiums ""have almost doubled ... since 2000.""",0
12723,"California Today: After Lawmaker’s Silencing, More Cries of ‘She Persisted’ - The New York Times",0
12724,Says he was endorsed by theValley News newspaper.,1
12725,"""In the last 50 years, (the federal government has) only balanced the budget five times.""",0
12726,Say New Jersey Reps. Donald Payne and Frank Pallone are socialists who are openly serving in the U.S. Congress.,1
12727,"Making public colleges and universities tuition-free, that exists in countries all over the world, used to exist in the United States.",0
12728,"Despite what you may have heard about Wisconsins finances, Wisconsin is on track to have a budget surplus this year.",1
12729,"Aid and Attention Dwindling, Migrant Crisis Intensifies in Greece - The New York Times",0
12730,"McCain's ""plan for the economy is to extend George Bush's tax cuts for billionaires and give a $100-billion additional corporate tax cut.""",0
12731,We have 50 state lobbyists that just lobby the Legislature for money every year.,0
12732,Iran and Boeing Sign $16.6 Billion Deal on Sale of 80 Aircraft - The New York Times,0
12733,The state [food stamp call center] program is administered from foreign shores.,1
12734,"Seneca Jones Timber Co., aiming to increase logging and allay fears that old growth will be cut, says mills have shifted to second-generation trees. An ad from the company asks: Do you know that most all mills in Oregon have retooled over the past 20 years?",0
12735,"(Since 1990)every continent has seen substantial gains, with individual incomes growing by more than a third in every region of the developing world.",0
12736,"It is estimated that every $100 million spent on construction generates 3,000 new jobs.",1
12737,"In President Barack Obamas 2015 State of the Union address, the words al-Qaida were never used, the first time those words have not been used in a State of the Union address since February 2001.",0
12738,The state budget proposal has been submitted on time and [its] the earliest that a governor has done so in over two decades.,0
12739,Says Obama has flip-flopped on public campaign financing.,0
12740,,1
12741,"Police Name Third London Bridge Killer, All 12 Suspects Released Without Charge",0
12742,"If every small business in our state, on average, was able to create one new job we would cut our unemployment rate in half.",0
12743,We have over 300 state agencies. Forty-five of those agencies are related to health care.,1
12744,"[Renewable energy] projects . . . get us off foreign oil and away, step by step, from these foreign entanglements that we have to get into to defend our oil supply.",1
12745,We know that Sunday mornings have usually been given over to conservative white men.,1
12746,Morgan Griffith fought for a plan that would have taken money away from our schools and given it to Northern Virginia schools instead.,1
12747,Says Texas leads the nation in fatal industrial accidents.,0
12748,Says Scott Walkers views on abortion are more restrictive than any Republican president in recent times.,0
12749,"In Chicago, school is never canceled because of winter weather.",0
12750,,1
12751,"Even hunters are restricted from using large capacity magazines: there is a five cartridge limit for large game hunting, and three for bird hunting.",0
12752,"While in the Illinois Senate, Barack Obama passed ""tax cuts for hard-working families.""",0
12753,Trump’s Inauguration Rabbi: President Likely to Affirm His Stance on Jerusalem During Next Week’s Visit,0
12754,The debt will soon eclipse our entire economy.,0
12755,,1
12756,"Woonsocket needs a garbage-burning power plant because residents are paying through the nose for electricity thats fueled by foreign oil, at prices that are skyrocketing.",1
12757,The health care price tag for childhood obesity in Georgia is $2.4 billion annually and rising.,1
12758,"Says Ted Cruz said, There is no place for gays or atheists in my America. None. Our Constitution makes that clear.",1
12759,"For more than 30 years after World War II, there was a steady reduction in U.S. debt as a percentage of gross domestic product.",0
12760,"Corn Pone, Rebooted: Country’s New Humor - The New York Times",0
12761,The first professional baseball team was from an Ohio city.,0
12762,"Ann Kuster turned a blind eye to those in need of funding by voting against funding for our nations veterans, low-income women and children, the FDA and the National Institutes of Health.",1
12763,Im ninth generation from New Hampshire.,0
12764,,1
12765,"Buono voted 154 times to raise our taxes -- like the sales tax, the income tax, health care taxes, even small business taxes.",0
12766,Says a quote at the top of the redesigned website for the Department of Justice comes from a socialist who wanted to impose global common law.,1
12767,Clay Pigeons: How Lobbyists Secretly Woo Top Election Officials,1
12768,"Your Wednesday Evening Briefing: Hillary Clinton, Donald Trump, EgyptAir - The New York Times",0
12769,"Says most states, but not Texas, permit jurors to ask questions of witnesses in trials.",0
12770,I have tremendous support from women.,1
12771,We can fix our roads without raising taxes.,1
12772,Huckabee supported a tuition break to the children of illegals that are here illegally when citizens are having to pay a higher rate.,0
12773,No fracking waste is being dumped in New York State,1
12774,The Buffett Rule will bring in less than $5 billion per year. ... Enough to pay one weeks interest on the national debt.,0
12775,Says a Senate resolution would restore $140 in monthly general assistance payments and prevent people from committing crime.,1
12776,Seventy-five percent of the young adults in this country are not mentally or physically fit to serve.,0
12777,Google to Get Fiat Chrysler Minivans for Self-Driving Tests - The New York Times,0
12778,Customizing truth,1
12779,"""You and I know that in the history of mankind and womankind, government federal, state, local, or otherwise has never created one job.""",1
12780,Theres only one candidate under investigation -- Terry McAuliffe.,1
12781,"Pence: ‘Under President Donald Trump, the War on Coal Is Over’ - Breitbart",0
12782,Says she helped lead the launch of curbside recycling.,0
